"CMCLoc","COMPANY","Division","Prodcode","ProductName","size","UnitWeight-KG","InStock"
"EU","ELEMENTIS","CONSUMER","12839","RHEOLUXE® 811","XSize",,1
"EU","ELEMENTIS","CONSUMER","12841","BENTONE GEL® PIO V","0.25L",0.17,0
"EU","ELEMENTIS","CONSUMER","12902","BENTONE GEL® VS1 V","0.25L",0.20,1
"EU","ELEMENTIS","CONSUMER","12917","RHEOCLEAN® HI 718","0.25L",0.25,0
"EU","ELEMENTIS","CONSUMER","12919","RHEOCLEAN® HI 735","0.25L",0.26,1
"EU","ELEMENTIS","CONSUMER","12919","RHEOCLEAN® HI 735","XSize",,1
"EU","ELEMENTIS","CONSUMER","12920","RHEOCLEAN® HI 75","0.25L",0.27,0
"EU","ELEMENTIS","CONSUMER","12922","RHEOCLEAN® HI 780","0.25L",0.25,0
"EU","ELEMENTIS","CONSUMER","12923","RHEOCLEAN® HI 788","0.25L",0.26,0
"EU","ELEMENTIS","CONSUMER","12927","BENTONE® LUXE WO","0.25L",0.18,0
"EU","ELEMENTIS","CONSUMER","12928","BENTONE® LUXE WS","0.25L",0.20,1
"EU","ELEMENTIS","CONSUMER","12932","BENTONE GEL® LIP V","0.25L",0.18,1
"EU","ELEMENTIS","CONSUMER","12951","BENTONE GEL® IDD-T V","0.25L",0.15,1
"EU","ELEMENTIS","CONSUMER","12951","BENTONE GEL® IDD-T V","XSize",,1
"EU","ELEMENTIS","CONSUMER","12958","BENTONE® LUXE WN","0.25L",0.22,0
"EU","ELEMENTIS","CONSUMER","12958","BENTONE® LUXE WN","XSize",,0
"EU","ELEMENTIS","CONSUMER","12963","BENTONE HYDROCLAY™ 2000","0.25L",0.10,1
"EU","ELEMENTIS","CONSUMER","12963","BENTONE HYDROCLAY™ 2000","XSize",,1
"EU","ELEMENTIS","CONSUMER","12964","BENTONE HYDROCLAY™ 2001","0.25L",0.10,1
"EU","ELEMENTIS","CONSUMER","12965","BENTONE HYDROCLAY™ 900","0.25L",0.11,1
"EU","ELEMENTIS","CONSUMER","12965","BENTONE HYDROCLAY™ 900","XSize",,1
"EU","ELEMENTIS","CONSUMER","12966","BENTONE HYDROCLAY™ 1100","0.25L",0.14,1
"EU","ELEMENTIS","CONSUMER","12971","BENTONE HYDROCLAY™ 550","0.25L",0.14,1
"EU","ELEMENTIS","CONSUMER","12978","BENTONE GEL® DM5 V","0.25L",0.20,1
"EU","ELEMENTIS","CONSUMER","12978","BENTONE GEL® DM5 V","XSize",,1
"EU","ELEMENTIS","CONSUMER","12979","BENTONE GEL® HS V","0.25L",0.16,1
"EU","ELEMENTIS","CONSUMER","12979","BENTONE GEL® HS V","XSize",,1
"EU","ELEMENTIS","CONSUMER","13159","BENTONE GEL® CCC V","0.25L",0.20,1
"EU","ELEMENTIS","CONSUMER","13159","BENTONE GEL® CCC V","XSize",,1
"EU","ELEMENTIS","OIL","10805","BENTONE® 128","0.25L",,1
"EU","ELEMENTIS","OIL","10805","BENTONE® 128","1.0L",0.44,1
"EU","ELEMENTIS","OIL","10809","BARAGEL® 24","0.25L",0.09,1
"EU","ELEMENTIS","OIL","10809","BARAGEL® 24","XSize",,1
"EU","ELEMENTIS","OIL","10810","BARAGEL® 3000","0.25L",0.13,1
"EU","ELEMENTIS","OIL","10821","BARAGEL® 20","0.25L",0.11,1
"EU","ELEMENTIS","OIL","10821","BARAGEL® 20","XSize",,1
"EU","ELEMENTIS","OIL","10822","BENTONE® 150","0.25L",0.12,1
"EU","ELEMENTIS","OIL","10823","BENTONE® 155","0.25L",0.10,1
"EU","ELEMENTIS","OIL","10832","BENTONE® 42","0.25L",0.15,1
"EU","ELEMENTIS","OIL","10832","BENTONE® 42","XSize",,1
"EU","ELEMENTIS","OIL","10947","BENTONE® 910","0.25L",0.12,0
"EU","ELEMENTIS","OIL","10949","BENTONE® 920","0.25L",0.13,1
"EU","ELEMENTIS","OIL","10950","BENTONE® 990","0.25L",0.11,1
"EU","ELEMENTIS","OIL","10969","BARAGEL® 10","0.25L",0.10,1
"EU","ELEMENTIS","OIL","12320","THIXATROL® DW50","0.25L",0.20,1
"EU","ELEMENTIS","OIL","12320","THIXATROL® DW50","XSize",,1
"EU","ELEMENTIS","OIL","12642","BENTONE® 905","0.25L",0.15,1
"EU","ELEMENTIS","OIL","12742","THIXATROL® DW 100","0.25L",0.20,1
"EU","ELEMENTIS","OIL","12956","BENTONE® 903","0.25L",0.13,1
"EU","ELEMENTIS","PERSONAL CARE","12994","BENTONE GEL® LC V","0.25L",0.16,1
"EU","ELEMENTIS","PERSONAL CARE","12994","BENTONE GEL® LC V","XSize",,1
"EU","ELEMENTIS","PERSONAL CARE","12998","BENTONE HYDROCLAY™ 2100","0.25L",0.10,1
"EU","ELEMENTIS","PERSONAL CARE","12998","BENTONE HYDROCLAY™ 2100","XSize",,1
"EU","ELEMENTIS","PERSONAL CARE","13152","BENTONE GEL® ISD V (J)","0.25L",0.16,0
"EU","ELEMENTIS","PERSONAL CARE","13153","BENTONE GEL® VS-5 PC V HV (J)","0.25L",0.21,1
"EU","ELEMENTIS","PERSONAL CARE","13154","BENTONE GEL® PTM V (J)","0.25L",0.16,0
"EU","ELEMENTIS","PERSONAL CARE","13158","BENTONE® LUXE XO","0.25L",0.18,1
"EU","ELEMENTIS","PERSONAL CARE","13158","BENTONE® LUXE XO","XSize",,1
"EU","ELEMENTIS","TALC","D10E00-1151","FINNTALC D10E","1BAG",25.00,1
"EU","ELEMENTIS","TALC","D10E00-1151","FINNTALC D10E","2.5L",1.00,1
"EU","ELEMENTIS","TALC","D30EF0-1151","FINNTALC D30E","1BAG",25.00,1
"EU","ELEMENTIS","TALC","D30EF0-1151","FINNTALC D30E","2.5L",1.00,1
"EU","ELEMENTIS","TALC","D30EP0-1151","PLUSTALC D30E","1BAG",25.00,1
"EU","ELEMENTIS","TALC","D30EP0-1151","PLUSTALC D30E","2.5L",1.00,1
"EU","ELEMENTIS","TALC","D30EP0-1151","PLUSTALC D30E","XSize",,1
"EU","ELEMENTIS","TALC","DCX000-1151","MICROTALC DCX","1BAG",25.00,1
"EU","ELEMENTIS","TALC","DCX000-1151","MICROTALC DCX","2.5L",1.00,1
"EU","ELEMENTIS","TALC","F40000-1151","FINNTALC F40","1BAG",25.00,1
"EU","ELEMENTIS","TALC","F40000-1151","FINNTALC F40","2.5L",1.00,1
"EU","ELEMENTIS","TALC","FC0800-1151","MICROTALC FC8","1BAG",25.00,1
"EU","ELEMENTIS","TALC","FC0800-1151","MICROTALC FC8","2.5L",1.00,1
"EU","ELEMENTIS","TALC","FC08HT-1151","MICROTALC FC8 HT","1BAG",15.00,1
"EU","ELEMENTIS","TALC","FC08HT-1151","MICROTALC FC8 HT","2.5L",1.00,1
"EU","ELEMENTIS","TALC","FC1200-1151","MICROTALC FC12","1BAG",20.00,1
"EU","ELEMENTIS","TALC","FC1200-1151","MICROTALC FC12","2.5L",1.00,1
"EU","ELEMENTIS","TALC","FC5000-1151","MICROTALC FC50","1BAG",25.00,1
"EU","ELEMENTIS","TALC","FC5000-1151","MICROTALC FC50","2.5L",1.00,1
"EU","ELEMENTIS","TALC","FC5000-1151","MICROTALC FC50","XSize",,1
"EU","ELEMENTIS","TALC","FC50HT-1151","MICROTALC FC50 HT","1BAG",25.00,1
"EU","ELEMENTIS","TALC","FC50HT-1151","MICROTALC FC50 HT","2.5L",1.00,1
"EU","ELEMENTIS","TALC","FC5200-1151","Microtalc FC52","1BAG",25.00,1
"EU","ELEMENTIS","TALC","FC5200-1151","Microtalc FC52","2.5L",1.00,1
"EU","ELEMENTIS","TALC","FCCG00-1151","MICROTALC FC CG","1BAG",25.00,1
"EU","ELEMENTIS","TALC","FCCG00-1151","MICROTALC FC CG","2.5L",1.00,1
"EU","ELEMENTIS","TALC","FCCG00-1151","MICROTALC FC CG","XSize",,1
"EU","ELEMENTIS","TALC","FCCGHT-1151","MICROTALC FCCG HT","1BAG",25.00,1
"EU","ELEMENTIS","TALC","FCCGHT-1151","MICROTALC FCCG HT","2.5L",1.00,1
"EU","ELEMENTIS","TALC","FCGB50-1151","Microtalc FC GB50","1BAG",25.00,1
"EU","ELEMENTIS","TALC","FCGB50-1151","Microtalc FC GB50","2.5L",1.00,1
"EU","ELEMENTIS","TALC","H05000-1151","PLUSTALC H05","1BAG",15.00,1
"EU","ELEMENTIS","TALC","H05000-1151","PLUSTALC H05","2.5L",0.90,1
"EU","ELEMENTIS","TALC","H05000-1151","PLUSTALC H05","XSize",,1
"EU","ELEMENTIS","TALC","H05C00-1211","PLUSTALC H05C","1BAG",25.00,1
"EU","ELEMENTIS","TALC","H05C00-1211","PLUSTALC H05C","2.5L",1.00,1
"EU","ELEMENTIS","TALC","H05C00-1211","PLUSTALC H05C","28L",25.00,1
"EU","ELEMENTIS","TALC","H10000-1151","PLUSTALC H10","1BAG",15.00,1
"EU","ELEMENTIS","TALC","H10000-1151","PLUSTALC H10","2.5L",1.00,1
"EU","ELEMENTIS","TALC","H10000-1151","PLUSTALC H10","XSize",,1
"EU","ELEMENTIS","TALC","H10C00-1211","PLUSTALC H10C","1BAG",25.00,1
"EU","ELEMENTIS","TALC","H10C00-1211","PLUSTALC H10C","2.5L",1.00,1
"EU","ELEMENTIS","TALC","H10C00-1211","PLUSTALC H10C","28L",25.00,1
"EU","ELEMENTIS","TALC","H15000-1151","PLUSTALC H15","1BAG",25.00,1
"EU","ELEMENTIS","TALC","H15000-1151","PLUSTALC H15","2.5L",1.00,1
"EU","ELEMENTIS","TALC","H15000-1151","PLUSTALC H15","XSize",,1
"EU","ELEMENTIS","TALC","H30000-1151","PLUSTALC H30","1BAG",25.00,1
"EU","ELEMENTIS","TALC","H30000-1151","PLUSTALC H30","2.5L",1.00,1
"EU","ELEMENTIS","TALC","H30000-1151","PLUSTALC H30","XSize",,1
"EU","ELEMENTIS","TALC","H50000-1151","PLUSTALC H50","1BAG",25.00,1
"EU","ELEMENTIS","TALC","H50000-1151","PLUSTALC H50","2.5L",1.00,1
"EU","ELEMENTIS","TALC","H50000-1151","PLUSTALC H50","XSize",,1
"EU","ELEMENTIS","TALC","ITE000-1151","MICROTALC IT EXTRA","1BAG",15.00,1
"EU","ELEMENTIS","TALC","ITE000-1151","MICROTALC IT EXTRA","2.5L",0.90,1
"EU","ELEMENTIS","TALC","ITE000-1151","MICROTALC IT EXTRA","XSize",,1
"EU","ELEMENTIS","TALC","M03000-1151","FINNTALC M03","1BAG",15.00,1
"EU","ELEMENTIS","TALC","M03000-1151","FINNTALC M03","2.5L",1.00,1
"EU","ELEMENTIS","TALC","M03000-1151","FINNTALC M03","XSize",,1
"EU","ELEMENTIS","TALC","M03C00-1211","FINNTALC M03C","1.0L",1.00,1
"EU","ELEMENTIS","TALC","M03C00-1211","FINNTALC M03C","1BAG",25.00,1
"EU","ELEMENTIS","TALC","M03C00-1211","FINNTALC M03C","2.5L",1.00,1
"EU","ELEMENTIS","TALC","M03C00-1211","FINNTALC M03C","28L",25.00,1
"EU","ELEMENTIS","TALC","M04SLC-1211","FINNTALC M04SLC","1.0L",1.00,1
"EU","ELEMENTIS","TALC","M04SLC-1211","FINNTALC M04SLC","1BAG",25.00,1
"EU","ELEMENTIS","TALC","M04SLC-1211","FINNTALC M04SLC","2.5L",1.00,1
"EU","ELEMENTIS","TALC","M04SLC-1211","FINNTALC M04SLC","28L",25.00,1
"EU","ELEMENTIS","TALC","M05N00-1151","FINNTALC M05N","1BAG",15.00,1
"EU","ELEMENTIS","TALC","M05N00-1151","FINNTALC M05N","2.5L",1.00,1
"EU","ELEMENTIS","TALC","M05N00-1151","FINNTALC M05N","XSize",,1
"EU","ELEMENTIS","TALC","M05NC0-1211","FINNTALC M05NC","1BAG",25.00,1
"EU","ELEMENTIS","TALC","M05NC0-1211","FINNTALC M05NC","2.5L",1.00,1
"EU","ELEMENTIS","TALC","M05NC0-1211","FINNTALC M05NC","28L",25.00,1
"EU","ELEMENTIS","TALC","M05SL0-1151","FINNTALC M05SL","1BAG",15.00,1
"EU","ELEMENTIS","TALC","M05SL0-1151","FINNTALC M05SL","2.5L",1.00,1
"EU","ELEMENTIS","TALC","M05SL0-1151","FINNTALC M05SL","XSize",,1
"EU","ELEMENTIS","TALC","M05SLC-1211","FINNTALC M05SLC","1.0L",1.00,1
"EU","ELEMENTIS","TALC","M05SLC-1211","FINNTALC M05SLC","1BAG",25.00,1
"EU","ELEMENTIS","TALC","M05SLC-1211","FINNTALC M05SLC","28L",25.00,1
"EU","ELEMENTIS","TALC","M10E00-1151","FINNTALC M10E","1BAG",20.00,1
"EU","ELEMENTIS","TALC","M10E00-1151","FINNTALC M10E","2.5L",1.00,1
"EU","ELEMENTIS","TALC","M15000-1151","FINNTALC M15","1BAG",25.00,1
"EU","ELEMENTIS","TALC","M15000-1151","FINNTALC M15","2.5L",1.00,1
"EU","ELEMENTIS","TALC","M15000-1151","FINNTALC M15","28L",10.00,1
"EU","ELEMENTIS","TALC","M15000-1151","FINNTALC M15","XSize",,1
"EU","ELEMENTIS","TALC","M15C00-1211","FINNTALC M15C","1BAG",25.00,1
"EU","ELEMENTIS","TALC","M15C00-1211","FINNTALC M15C","2.5L",1.00,1
"EU","ELEMENTIS","TALC","M15C00-1211","FINNTALC M15C","28L",24.00,1
"EU","ELEMENTIS","TALC","M15C00-1211","FINNTALC M15C","XSize",,1
"EU","ELEMENTIS","TALC","M15E00-1151","FINNTALC M15E","1BAG",25.00,1
"EU","ELEMENTIS","TALC","M15E00-1151","FINNTALC M15E","2.5L",1.00,1
"EU","ELEMENTIS","TALC","M15LV0-1151","FINNTALC M15LV","1BAG",25.00,1
"EU","ELEMENTIS","TALC","M15LV0-1151","FINNTALC M15LV","2.5L",1.00,1
"EU","ELEMENTIS","TALC","M15LV0-1151","FINNTALC M15LV","XSize",,1
"EU","ELEMENTIS","TALC","M15SL0-1151","FINNTALC M15SL","1BAG",20.00,1
"EU","ELEMENTIS","TALC","M15SL0-1151","FINNTALC M15SL","2.5L",1.00,1
"EU","ELEMENTIS","TALC","M15SL0-1151","FINNTALC M15SL","XSize",,1
"EU","ELEMENTIS","TALC","M20L00-1151","FINNTALC M20L","1BAG",25.00,1
"EU","ELEMENTIS","TALC","M20L00-1151","FINNTALC M20L","2.5L",1.00,1
"EU","ELEMENTIS","TALC","M20SL0-1151","FINNTALC M20SL","1BAG",25.00,1
"EU","ELEMENTIS","TALC","M20SL0-1151","FINNTALC M20SL","2.5L",1.00,1
"EU","ELEMENTIS","TALC","M20SL0-1151","FINNTALC M20SL","XSize",,1
"EU","ELEMENTIS","TALC","M30000-1151","FINNTALC M30","1BAG",25.00,1
"EU","ELEMENTIS","TALC","M30000-1151","FINNTALC M30","2.5L",1.00,1
"EU","ELEMENTIS","TALC","M30LV0-1151","FINNTALC M30LV","1BAG",25.00,1
"EU","ELEMENTIS","TALC","M30LV0-1151","FINNTALC M30LV","2.5L",1.00,1
"EU","ELEMENTIS","TALC","M30SL0-1151","FINNTALC M30SL","1BAG",25.00,1
"EU","ELEMENTIS","TALC","M30SL0-1151","FINNTALC M30SL","2.5L",1.00,1
"EU","ELEMENTIS","TALC","M30SL0-1151","FINNTALC M30SL","XSize",,1
"EU","ELEMENTIS","TALC","M40000-1151","FINNTALC M40","1BAG",25.00,1
"EU","ELEMENTIS","TALC","M40000-1151","FINNTALC M40","2.5L",1.00,1
"EU","ELEMENTIS","TALC","M40000-1151","FINNTALC M40","XSize",,1
"EU","ELEMENTIS","TALC","M40LV0-1151","FINNTALC M40LV","1BAG",25.00,1
"EU","ELEMENTIS","TALC","M40LV0-1151","FINNTALC M40LV","2.5L",1.00,1
"EU","ELEMENTIS","TALC","M40LV0-1151","FINNTALC M40LV","XSize",,1
"EU","ELEMENTIS","TALC","M40SL0-1151","FINNTALC M40SL","1BAG",25.00,1
"EU","ELEMENTIS","TALC","M40SL0-1151","FINNTALC M40SL","2.5L",1.00,1
"EU","ELEMENTIS","TALC","M40SL0-1151","FINNTALC M40SL","XSize",,1
"EU","ELEMENTIS","TALC","M50000-1151","FINNTALC M50","1BAG",25.00,1
"EU","ELEMENTIS","TALC","M50000-1151","FINNTALC M50","2.5L",1.00,1
"EU","ELEMENTIS","TALC","M50000-1151","FINNTALC M50","XSize",,1
"EU","ELEMENTIS","TALC","M50LV0-1151","FINNTALC M50LV","1BAG",25.00,1
"EU","ELEMENTIS","TALC","M50LV0-1151","FINNTALC M50LV","2.5L",1.00,1
"EU","ELEMENTIS","TALC","M65000-1151","FINNTALC M65","1BAG",25.00,1
"EU","ELEMENTIS","TALC","M65000-1151","FINNTALC M65","2.5L",1.00,1
"EU","ELEMENTIS","TALC","M65000-1151","FINNTALC M65","28L",20.00,1
"EU","ELEMENTIS","TALC","PH1500-1151","MICROTALC PHARMA 15","1BAG",15.00,0
"EU","ELEMENTIS","TALC","PH1500-1151","MICROTALC PHARMA 15","2.5L",1.00,0
"EU","ELEMENTIS","TALC","PH3000-1151","MICROTALC PHARMA 30","1BAG",25.00,1
"EU","ELEMENTIS","TALC","PH3000-1151","MICROTALC PHARMA 30","2.5L",1.00,1
"EU","ELEMENTIS","TALC","PH5000-1151","MICROTALC PHARMA 50","1BAG",25.00,1
"EU","ELEMENTIS","TALC","PH5000-1151","MICROTALC PHARMA 50","2.5L",1.00,1
"EU","ELEMENTIS","TALC","PH8000-1151","MICROTALC PHARMA 8","1BAG",25.00,1
"EU","ELEMENTIS","TALC","PH8000-1151","MICROTALC PHARMA 8","2.5L",0.90,1
